η
"[0.17756502750230357, -0.44316775265741937, 0.07524161379460077]"
"[0.03502340375253258, -0.061622758017924655, 0.624924230040361]"
"[-0.12641199525437788, 0.23298441446952728, -0.30885086595232525]"
"[0.21492396175488357, 0.34823798166087544, -0.14507603349672754]"
"[-0.5046621362420164, 0.3095945940006114, -0.05824332655063379]"
"[-0.4636632094416679, -0.21228366188989892, -0.597596150523478]"
"[-0.5511909369113148, -0.058224332942849455, 0.2704089838369248]"
"[-1.1300731049911845, 0.08810271601390074, 0.5094869025842211]"
"[0.14423323712258637, -0.04224313414952634, 0.38603322974536985]"
"[-0.5193941863539449, -0.16144532775096804, -0.06382822134032937]"
"[0.09773586349926497, -0.21272358440948277, 0.12644585081203674]"
"[-0.657175196196836, -0.22511093700808954, -0.10717401141449165]"
"[0.6422117686321185, -0.1429892360325656, 0.748071269797303]"
"[-0.4648945815229679, 0.12991191848501682, -0.2795123780932191]"
"[-0.6795583342435335, -0.10876365291236688, -0.3509452853982775]"
"[0.46105605077588446, -0.09916627381760348, -0.3281607587307374]"
"[0.7066965722405406, -0.004877511342809183, -0.10552126834883448]"
"[0.9569227820326492, 0.3491232546576824, 0.3517765918798029]"
"[0.2665865940250178, 0.041239534340992215, 0.06604202377053707]"
"[0.6999293177431208, 0.15234933669846926, -0.3970898376772376]"
"[-0.9103511594320192, -0.19907495606864334, -0.08996505735097932]"
"[-0.45645655524999357, -0.35075268674264415, 0.19125566339006161]"
"[-0.12931056744835467, -0.011992027717671893, -0.27183393470884504]"
"[0.18165714658357082, -0.0017969301014781772, -0.4144920569328041]"
"[0.12197778960244737, 0.06319898309328097, 0.4024825091988682]"
"[0.5251179953408098, 0.23992628358808846, -0.34872323120764903]"
"[0.7453262071861956, -0.10551368734014242, 0.28165193720364273]"
"[0.08796663785628639, 0.37137346543825056, 0.10856035640648495]"
"[-0.17488981567649634, -0.07865410578432147, -0.3193697976863565]"
"[0.6335421849689068, 0.15702861109339222, 0.6688956200994881]"
