η
"[0.07224172410628112, -0.4431562298471882, 0.07679558485487559]"
"[0.004755959599521021, -0.06169615058070954, 0.6280852486076459]"
"[0.2655500928233607, 0.2328952323205183, -0.2947138461596999]"
"[-0.19988856716229586, 0.3484017932606683, -0.15341133974654791]"
"[-0.40993576149652067, 0.30978000150271623, -0.06938449368514665]"
"[-0.24410153458253836, -0.21223408012293324, -0.5977634444079439]"
"[-0.41789698898858285, -0.0581897034926364, 0.26921918955872437]"
"[-0.5580507602503423, 0.08801813876568493, 0.5167341200549753]"
"[-0.2434629720519247, -0.042109961283995107, 0.3849325915551564]"
"[-0.18245414857623787, -0.16147417238097728, -0.058360917008757555]"
"[0.20102266140652505, -0.21282143033481254, 0.1302395626017129]"
"[-0.4512940509675166, -0.22501341711838216, -0.10950018987636012]"
"[0.19347703361433424, -0.14297665817247684, 0.7512387443538912]"
"[-0.2452804567397314, 0.1299551006511579, -0.2783600912769986]"
"[-0.6703503230312138, -0.10841096763465582, -0.3676309827713601]"
"[0.853678887781146, -0.09973777826621245, -0.31693632159758894]"
"[0.29037554762171086, -0.004738350282658242, -0.1062512461347381]"
"[1.072873033027206, 0.3486406934464743, 0.35771290102524295]"
"[-0.07138708956443596, 0.04137942135397303, 0.06376402589774055]"
"[0.4472607949434945, 0.15233632820079845, -0.3968773887552596]"
"[-0.5144979873764202, -0.19906343266098048, -0.08851400830029728]"
"[0.0896332481265681, -0.3509231589854452, 0.1982956912515147]"
"[-0.22305847403423212, -0.011894030925716512, -0.27785110180254996]"
"[-0.21274556562519023, -0.0015558277920431965, -0.42540497646015507]"
"[0.2666444188181869, 0.0630914642200226, 0.4062058148500197]"
"[0.2644656066724713, 0.23998661774762975, -0.3500205596254066]"
"[0.47629868683327503, -0.10561276534831265, 0.2836218879184298]"
"[-0.04639844787838103, 0.3714244182310995, 0.10663546778961994]"
"[-0.25840948392402374, -0.07851148626958776, -0.3247468249879598]"
"[0.3812475542571413, 0.1569183987525658, 0.6722276396425974]"
