η
"[-0.6095611585828641, -0.7093027707866286, -0.6886630197650372, -0.06934332794964586]"
"[-0.16379331643775136, -0.08760624064636172, -0.011988549401551411, -0.0887908302978508]"
"[-0.4722282301819482, -0.4394301098535564, -0.237672339442141, -0.5342245604864607]"
"[-0.47524144565526777, -0.3809791760336655, -0.2196345920345069, -0.1965322973103751]"
"[-0.640270539274121, -0.5986167296656475, -0.7079421621786129, -0.7013652769330666]"
"[-0.5171525809834671, -0.4255590236016823, -0.5775742725771567, -0.4647337933841633]"
"[0.0487938517191425, -0.30044696007754407, -0.337262986479018, -0.3844376253148736]"
"[0.28566365847437813, 0.2977780136583018, 0.4002716297496987, 0.317339310670245]"
"[0.05893903276990078, 0.0708062765578371, -0.09609144199049782, 0.04573124708414572]"
"[-0.03922016487584671, 0.13355917691685798, -0.025215731179365423, -0.0782054497175861]"
"[0.1764775562116649, 0.2748079980589105, 0.2016013891046094, 0.052050284385332525]"
"[0.0031700732273436754, 0.09480875496474094, -0.21986698636606705, -0.13960163937583278]"
"[-0.011244253631478001, -0.08281397227311912, 0.15800174265480932, -0.03789554167926826]"
"[0.11941959311548435, 0.0893334503590828, 0.4170447623156639, 0.1410792178234361]"
"[0.13596322104537806, 0.1927144450586465, 0.22463789323244437, 0.2093801374454128]"
"[0.21742956649214035, 0.2987747926576078, 0.15334339511992692, 0.1262730154752608]"
"[0.44190980644879124, 0.27409733406032055, -0.23045011580552316, 0.08166621765836647]"
"[0.20885520719692954, 0.1965845518110456, 0.23714620121049082, 0.1827907510986282]"
"[0.3132649210202524, 0.31911142515869123, 0.43497746357506895, 0.3290534338574621]"
"[0.1603038477869826, 0.13164222618327145, 0.33995329868530005, 0.2196971619677259]"
"[0.46125642781211484, 0.5158757119682956, 0.46492278674361986, 0.3721534657980175]"
"[0.10282927820903594, 0.18649914128186093, 0.15342254415776474, 0.23361379849614175]"
"[0.12553607396842292, -0.04349332100873569, 0.1004764530127204, 0.222438653364292]"
"[0.09505411281911155, -0.05434726928201635, 0.16879447346443482, 0.17225308498285288]"
